sample	read_id	representative_id	deacon_hits	read_length
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115489383/1	CHI-C_20250818__SRR35987597|SRR35987597.247762465/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115489383/2	CHI-B_20250622__SRR35987549|SRR35987549.1216936894/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115498282/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115498282/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115498282/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.100432698/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115516375/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115516375/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115516375/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115516375/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115522743/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115522743/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115522743/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115522743/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115553161/2	CHI-C_20250818__SRR35987597|SRR35987597.10132885/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115694881/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.11569766/1	CHI-C_20250818__SRR35987597|SRR35987597.101011311/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.11574720/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.11574720/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.11574720/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.11574720/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115748105/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115748105/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115748105/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115748105/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115822165/2	CHI-C_20250818__SRR35987597|SRR35987597.10759269/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115825677/1	CHI-C_20250818__SRR35987597|SRR35987597.12505841/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115825677/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115825677/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115850977/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115850977/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115967855/2	CHI-C_20250818__SRR35987597|SRR35987597.106629936/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115990491/2	CHI-B_20250622__SRR35987549|SRR35987549.1216936894/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116041296/2	CHI-C_20250818__SRR35987597|SRR35987597.115880324/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116047572/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116047572/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116047572/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116047572/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116065911/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116065911/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116065911/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116065911/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116091701/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116091701/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116091701/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116091701/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116128220/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116128220/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116128220/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116254608/2	CHI-C_20250818__SRR35987597|SRR35987597.16859177/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116297612/2	CHI-C_20250818__SRR35987597|SRR35987597.16859177/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116366894/2	CHI-C_20250818__SRR35987597|SRR35987597.10132885/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116420748/2	CHI-C_20250818__SRR35987597|SRR35987597.124501400/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116476275/2	CHI-C_20250818__SRR35987597|SRR35987597.100987329/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116478135/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116478135/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116478135/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116478135/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116489084/2	CHI-C_20250818__SRR35987597|SRR35987597.10454558/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116511780/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116511780/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116511780/2	CHI-C_20250818__SRR35987597|SRR35987597.101715260/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116571099/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116571099/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116571099/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116571099/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116591817/2	CHI-C_20250818__SRR35987597|SRR35987597.10132885/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116601330/2	CHI-C_20250818__SRR35987597|SRR35987597.10132885/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116665490/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116665490/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116665490/2	MO_STL_Lemay_20250605__SRR38294075|SRR38294075.101023854/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116732705/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.11385351/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116732705/2	CHI-C_20250818__SRR35987597|SRR35987597.116134649/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116760980/2	CHI-A_20250803__SRR35987670|SRR35987670.725980458/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116864917/1	CHI-C_20250818__SRR35987597|SRR35987597.253030183/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116864917/2	CHI-C_20250818__SRR35987597|SRR35987597.10759269/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116883023/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116883023/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116893673/2	CHI-C_20250818__SRR35987597|SRR35987597.101715260/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116893694/1	CHI-C_20250818__SRR35987597|SRR35987597.148041889/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116893694/2	CHI-C_20250818__SRR35987597|SRR35987597.148041889/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116895666/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.107723338/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116904191/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116904191/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116904191/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116904191/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116930600/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116930600/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116930600/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.100432698/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116932463/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116932463/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116932463/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116932463/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116956307/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116962901/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116962901/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116962901/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116970198/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116970198/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116970198/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116970198/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116994922/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116994922/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116994922/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116994922/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117004357/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117004357/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117027262/1	CHI-C_20250818__SRR35987597|SRR35987597.100562059/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117027262/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117067054/2	CHI-C_20250818__SRR35987597|SRR35987597.116134649/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117105901/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117105901/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117105901/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117105901/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117112259/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117112259/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117189404/2	CHI-C_20250818__SRR35987597|SRR35987597.10759269/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117194415/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117194415/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117194415/2	CHI-C_20250818__SRR35987597|SRR35987597.116134649/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117227619/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117227619/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117227619/2	CHI-C_20250818__SRR35987597|SRR35987597.10759269/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117236659/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117249059/1	CHI-C_20250818__SRR35987597|SRR35987597.10132885/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117249059/2	CHI-B_20250622__SRR35987549|SRR35987549.1216936894/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117358423/2	CHI-C_20250818__SRR35987597|SRR35987597.389739817/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117398934/1	CHI-C_20250818__SRR35987597|SRR35987597.151732890/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117398934/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117414406/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117414406/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117572870/2	CHI-C_20250818__SRR35987597|SRR35987597.147745607/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117616956/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117652903/1	CHI-C_20250818__SRR35987597|SRR35987597.194778577/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117652903/2	CHI-C_20250818__SRR35987597|SRR35987597.194778577/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117666530/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.102369601/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117666530/2	CHI-B_20250622__SRR35987549|SRR35987549.1216936894/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117674089/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117674089/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117674089/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117674089/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117771481/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117771481/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117771481/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117771481/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117792942/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117792942/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117792942/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117792942/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117852722/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117852722/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117875016/2	CHI-C_20250818__SRR35987597|SRR35987597.118834118/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117880234/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117880234/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117880234/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117880234/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117890547/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117890547/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117890548/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117895343/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.112007473/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117895343/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117914601/1	CHI-C_20250818__SRR35987597|SRR35987597.347433092/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117914601/2	CHI-C_20250818__SRR35987597|SRR35987597.347433092/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117924151/2	CHI-C_20250818__SRR35987597|SRR35987597.100987329/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117953059/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117112259/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117988565/1	CHI-C_20250818__SRR35987597|SRR35987597.126782254/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117988565/2	CHI-C_20250818__SRR35987597|SRR35987597.126782254/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118078002/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.107723338/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118083869/2	CHI-C_20250818__SRR35987597|SRR35987597.124501400/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118101566/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118101566/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118101566/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118101566/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118117726/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118117726/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118117726/2	CHI-C_20250818__SRR35987597|SRR35987597.101715260/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.11812072/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118121214/2	CHI-C_20250818__SRR35987597|SRR35987597.115880324/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118124259/2	CHI-C_20250818__SRR35987597|SRR35987597.10132885/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118235889/1	CHI-C_20250818__SRR35987597|SRR35987597.181846543/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118235889/2	CHI-C_20250818__SRR35987597|SRR35987597.181846543/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118293123/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118293123/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118395392/2	CHI-C_20250818__SRR35987597|SRR35987597.116134649/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118409123/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118409123/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.11842624/1	CHI-C_20250818__SRR35987597|SRR35987597.132616196/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.11842624/2	CHI-C_20250818__SRR35987597|SRR35987597.132616196/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.11843022/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118465773/2	CHI-C_20250818__SRR35987597|SRR35987597.107581710/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118613790/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118613790/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118613790/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118613790/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118639764/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118639764/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118655003/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118655003/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118655003/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118655003/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118757580/2	CHI-C_20250818__SRR35987597|SRR35987597.10759269/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118769285/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118769285/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118769285/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118769285/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118797742/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118797742/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118797742/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118797742/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118798004/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118917574/1	CHI-C_20250818__SRR35987597|SRR35987597.107581710/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118917574/2	CHI-C_20250818__SRR35987597|SRR35987597.10759269/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.11895051/2	CHI-C_20250818__SRR35987597|SRR35987597.16859177/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118991982/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.118991982/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.119022747/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.119022747/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.119022747/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.119022747/2	1	151
